Carimbo de data/hora,Nickname,TAG,Data:,Horário do INÍCIO da instrução:,Curso aplicado: ,Nick(s) do(s) aluno(s) presente(s):,Nick(s) do(s) aluno(s) aprovado(s):,Comentários:,Pontos:,,Nickname,Pontos:,CFSd,CFC1,CFC2,CAP,CODE,,,,,,,,,,
07/11/2018 00:36:46,Oliver021BRASIL,[012],07/11/2018,00:26:00,Curso de Formação de Soldados (CFSd),isaacbitt / ravan_supreme / helocinha / ailto212 / Ponteir0,,Ruim,2,,,,,,,,,,,,,,,,,,
10/11/2018 23:13:28,Otavio_Souza,[Sou],10/11/2018,23:03:00,Curso de Formação de Soldados (CFSd),tvgaoo0 ,tvgaoo0 ,Estou de volta!,2,,,,,,,,,,,,,,,,,,
10/11/2018 23:32:11,Otavio_Souza,[Sou],10/11/2018,23:22:00,Curso de Aperfeiçoamento de Praças (CAP),--RIO ,--RIO ,Show!,1,,,,,,,,,,,,,,,,,,
08/11/2018 19:51:49,PALOMITACHOLOKi,[MIT],05/11/2018,19:51:00,Curso de Formação de Soldados (CFSd),NICOLASTAVARHop,,Exímio militar,2,,,,,,,,,,,,,,,,,,
08/11/2018 19:59:14,PALOMITACHOLOKi,[Mit],08/11/2018,18:50:00,Curso de Formação de Soldados (CFSd),-Scarface.Ban,-Scarface.Ban,Exímio militar,2,,,,,,,,,,,,,,,,,,
08/11/2018 20:02:28,PALOMITACHOLOKi,[Mit],08/11/2018,19:51:00,Curso de Formação de Soldados (CFSd),NICOLASTAVARHop,NICOLASTAVARHop,bom militar,2,,,,,,,,,,,,,,,,,,
10/11/2018 09:03:23,PALOMITACHOLOKi,[Mit],10/11/2018,08:30:00,Curso de Formação de Soldados (CFSd),felipeaug265,felipeaug265,Me abstendo,2,,,,,,,,,,,,,,,,,,
10/11/2018 09:17:58,PALOMITACHOLOKi,[Mit],10/11/2018,09:00:00,Curso de Formação de Soldados (CFSd),boladao007!!!!! ,boladao007!!!!! ,Me Abstendo,2,,,,,,,,,,,,,,,,,,
04/11/2018 01:06:37,pedro1227brxD,[P12],04/11/2018,23:45:00,Curso de Formação de Cabos (Parte 1) (CFC1),TheLarry!,TheLarry!,Ótima aula.,2,,,,,,,,,,,,,,,,,,
04/11/2018 01:22:19,pedro1227brxD,[P12],04/11/2018,01:09:00,Curso de Formação de Cabos (Parte 2) (CFC2),TheLarry!,TheLarry!,Ótima aula.,1,,,,,,,,,,,,,,,,,,
04/11/2018 02:04:02,pedro1227brxD,[P12],04/11/2018,01:47:00,Curso de Formação de Cabos (Parte 1) (CFC1),viniciu87461,viniciu87461,Ótima aula,2,,,,,,,,,,,,,,,,,,
04/11/2018 02:13:07,pedro1227brxD,[P12],04/11/2018,02:04:00,Curso de Formação de Cabos (Parte 2) (CFC2),viniciu87461,viniciu87461,Ótima aula,1,,,,,,,,,,,,,,,,,,
04/11/2018 18:05:21,pedro1227brxD,[P12],04/11/2018,17:53:00,Curso de Formação de Soldados (CFSd),WictorN    jujumartin39,WictorN,,2,,,,,,,,,,,,,,,,,,
05/11/2018 16:38:47,pedro1227brxD,[P12],05/11/2018,16:11:00,Curso de Formação de Cabos (Parte 1) (CFC1),Darwin31,Darwin31,Ótima aula.,2,,,,,,,,,,,,,,,,,,
05/11/2018 19:25:00,pedro1227brxD,[P12],05/11/2018,19:11:00,Curso de Formação de Soldados (CFSd),JoseAngZR,JoseAngZR,Ótima aula.,2,,,,,,,,,,,,,,,,,,
08/11/2018 10:43:18,pedro1227brxD,[P12],08/11/2018,10:12:00,Curso de Formação de Soldados (CFSd),InHz     migueliotel    Anakethellynn,InHz,Aula normal.,2,,,,,,,,,,,,,,,,,,
09/11/2018 20:22:41,pedro1227brxD,[P12],09/11/2018,19:52:00,Curso de Formação de Soldados (CFSd),xXP3Dro0Xx    Ona.   trynnevanessa,xXP3Dro0Xx,,2,,,,,,,,,,,,,,,,,,
10/11/2018 17:34:41,pedro1227brxD,[P12],10/11/2018,16:55:00,Curso de Formação de Soldados (CFSd),Lucas_Gui123    brilhan56024,Lucas_Gui123    brilhan56024,Ótima aula,2,,,,,,,,,,,,,,,,,,
10/11/2018 19:38:40,pedro1227brxD,[P12],10/11/2018,19:24:00,Curso de Aperfeiçoamento de Praças (CAP),Ballistic.,Ballistic.,ótima aula,1,,,,,,,,,,,,,,,,,,
10/11/2018 20:26:43,pedro1227brxD,[P12],10/11/2018,20:18:00,Curso de Formação de Cabos (Parte 2) (CFC2),JoseAngZR,JoseAngZR,Ótimo cabo.,1,,,,,,,,,,,,,,,,,,
04/11/2018 13:42:08,pedro50128,528,04/11/2018,13:00:00,Curso de Formação de Soldados (CFSd),missbianc996,missbianc996,,2,,,,,,,,,,,,,,,,,,
04/11/2018 17:21:26,pedro50128,528,04/11/2018,16:00:00,Curso de Formação de Soldados (CFSd),vitoriaes12c,vitoriaes12c,,2,,,,,,,,,,,,,,,,,,
05/11/2018 18:49:11,pedro50128,528,05/11/2018,18:00:00,Curso de Formação de Soldados (CFSd),JULIANN1,JULIANN1,Aluno muito bom.,2,,,,,,,,,,,,,,,,,,
06/11/2018 17:08:39,pedro50128,528,06/11/2018,16:40:00,Curso de Formação de Soldados (CFSd),belbys,belbys,,2,,,,,,,,,,,,,,,,,,
07/11/2018 10:32:57,pedro50128,528,07/11/2018,10:00:00,Curso de Formação de Soldados (CFSd),Ghos1t,Ghos1t,,2,,,,,,,,,,,,,,,,,,
07/11/2018 17:06:14,pedro50128,528,07/11/2018,16:40:00,Curso de Formação de Soldados (CFSd),sarah1077,sarah1077,,2,,,,,,,,,,,,,,,,,,
08/11/2018 16:27:24,pedro50128,528,08/11/2018,16:00:00,Curso de Formação de Cabos (Parte 1) (CFC1),matheus82698,matheus82698,,2,,,,,,,,,,,,,,,,,,
10/11/2018 14:46:41,pedro50128,528,10/11/2018,14:00:00,Curso de Formação de Cabos (Parte 1) (CFC1),",waaltenhoo",",waaltenhoo","Ótimo aluno, ex funcionário.",2,,,,,,,,,,,,,,,,,,
10/11/2018 14:55:59,pedro50128,528,10/11/2018,14:49:00,Curso de Formação de Cabos (Parte 2) (CFC2),",waaltenhoo",",waaltenhoo",,1,,,,,,,,,,,,,,,,,,
09/11/2018 15:32:39,Ploquinh,PLO,09/11/2018,15:08:00,Curso de Formação de Soldados (CFSd),bLy@t e rodrigomo316,bLy@t,"bLy@t é uma ótima oficial, não teve dúvidas e conseguiu acertar as 5 questões. Já o oficial rodrigomo316 não teve dúvidas mais na hora do teste só conseguiu acertar 2 questões das 5 que passei.",2,,,,,,,,,,,,,,,,,,
09/11/2018 18:45:21,Ploquinh,PLO,09/11/2018,18:21:00,Curso de Formação de Cabos (Parte 1) (CFC1),Dobe42,Dobe42,"Ótimo cabo, não apresentou dúvidas e acertou todas as questões.",2,,,,,,,,,,,,,,,,,,
09/11/2018 18:57:42,Ploquinh,PLO,09/11/2018,18:41:00,Curso de Formação de Cabos (Parte 2) (CFC2),Dobe42,Dobe42,"Ótimo oficial, não teve dúvidas em nenhum dos CFC's",1,,,,,,,,,,,,,,,,,,
09/11/2018 20:40:00,Ploquinh,PLO,09/11/2018,20:09:00,Curso de Formação de Soldados (CFSd),"tchaumeyume; Daniel142018; Marianny5532; Arthur,RCC; Melana022","Arthur,RCC","2 Alunos cairam, sendo que um deles passou, e tivemos 2 reprovados. Arthur,RCC não teve nenhuma dúvida durante o treino, é um ótimo oficial.",2,,,,,,,,,,,,,,,,,,
09/11/2018 21:37:51,Ploquinh,PLO,09/11/2018,21:17:00,Curso de Formação de Cabos (Parte 1) (CFC1),pipoka60_,pipoka60_,"Só errou uma questão, não teve dúvidas.",2,,,,,,,,,,,,,,,,,,
09/11/2018 21:51:24,Ploquinh,PLO,09/11/2018,21:38:00,Curso de Formação de Cabos (Parte 2) (CFC2),pipoka60_,pipoka60_,Não teve nenhuma dúvida sobre o site.,1,,,,,,,,,,,,,,,,,,
10/11/2018 13:28:12,Ploquinh,PLO,10/11/2018,13:13:00,Curso de Formação de Soldados (CFSd),"julio.c27, ythallo2000, .Santoss",.Santoss,"ythallo2000 e julio.c27, cairam logo no início, e não voltaram, o oficial .Santoss, não apresentou dúvidas e passou, acertando 5/5.",2,,,,,,,,,,,,,,,,,,
10/11/2018 18:45:45,Ploquinh,PLO,10/11/2018,18:19:00,Curso de Formação de Cabos (Parte 2) (CFC2),Sr.KauannVictor ,Sr.KauannVictor ,"Aula se prolongou bastante, porque o cabo apresentou muitas dúvidas.",1,,,,,,,,,,,,,,,,,,
10/11/2018 19:27:07,Ploquinh,PLO,10/11/2018,18:50:00,Curso de Formação de Soldados (CFSd),Marceline:. popgabri3590,Marceline:.,"Um aluno caiu logo no começo, depois tivemos uma invasão de recruta, mais tirando isso a aula foi ótima, a Marceline:. conseguiu acertar todas as questões.",2,,,,,,,,,,,,,,,,,,
04/11/2018 15:44:41,PruPruGru,[Pru],04/11/2018,14:27:00,Curso de Aperfeiçoamento de Praças (CAP),a.u.g.u.s.t.Rap,a.u.g.u.s.t.Rap,Foi uma boa aula.,1,,,,,,,,,,,,,,,,,,
04/11/2018 17:53:54,PruPruGru,[Pru],04/11/2018,14:27:00,Curso de Aperfeiçoamento de Praças (CAP),a.u.g.u.s.t.Rap,a.u.g.u.s.t.Rap,Foi uma boa aula.,1,,,,,,,,,,,,,,,,,,
04/11/2018 18:33:03,PruPruGru,[Pru],04/11/2018,16:47:00,Curso de Formação de Soldados (CFSd),galega32 / s.andrade.a,galega32 ,Infelizmente a outra recruta saiu durante a aula.,2,,,,,,,,,,,,,,,,,,
05/11/2018 19:18:38,PruPruGru,[Pru],05/11/2018,17:57:00,Curso de Formação de Cabos (Parte 1) (CFC1),-JuliaaOliveira ,-JuliaaOliveira ,Boa aula.,2,,,,,,,,,,,,,,,,,,
05/11/2018 19:25:34,PruPruGru,[Pru],05/11/2018,18:20:00,Curso de Formação de Cabos (Parte 2) (CFC2),-JuliaaOliveira ,-JuliaaOliveira ,Boa aula.,1,,,,,,,,,,,,,,,,,,
07/11/2018 17:37:17,PruPruGru,[Pru],07/11/2018,17:18:00,Curso de Formação de Soldados (CFSd),-LucaVaz ,-LucaVaz ,Boa aula.,2,,,,,,,,,,,,,,,,,,
07/11/2018 19:27:43,PruPruGru,[Pru],07/11/2018,19:00:00,Curso de Formação de Soldados (CFSd),kevinstm / migueltmj,kevinstm,"Infelizmente, o outro recruta reprovou.",2,,,,,,,,,,,,,,,,,,
08/11/2018 21:56:46,PruPruGru,[Pru],08/11/2018,20:38:00,Curso de Formação de Cabos (Parte 1) (CFC1),sportfaell,sportfaell,Uma boa aula.,2,,,,,,,,,,,,,,,,,,
08/11/2018 22:33:48,PruPruGru,[Pru],08/11/2018,20:38:00,Curso de Formação de Cabos (Parte 1) (CFC1),sportfaell,sportfaell,Uma boa aula.,2,,,,,,,,,,,,,,,,,,
08/11/2018 22:34:42,PruPruGru,[Pru],08/11/2018,22:28:00,Curso de Formação de Cabos (Parte 2) (CFC2),sportfaell,sportfaell,Uma boa aula.,1,,,,,,,,,,,,,,,,,,
09/11/2018 03:16:46,PruPruGru,[Pru],09/11/2018,02:47:00,Curso de Formação de Cabos (Parte 1) (CFC1),Japajutli,japajutli,Boa aula.,2,,,,,,,,,,,,,,,,,,
04/11/2018 01:36:24,qd:fabiano:bp,[FnO],04/11/2018,00:24:00,Curso de Formação de Soldados (CFSd),PedroLeandro_   Scotley ,PedroLeandro_   Scotley ,-x-,2,,,,,,,,,,,,,,,,,,
04/11/2018 20:45:35,rafael13067,[Ra7],04/11/2018,20:22:00,Curso de Formação de Cabos (Parte 1) (CFC1),felippeelin ,felippeelin ,X,2,,,,,,,,,,,,,,,,,,
04/11/2018 21:19:05,rafael13067,[Ra7],04/11/2018,20:59:00,Curso de Formação de Cabos (Parte 1) (CFC1),-StarLord_ ,-StarLord_ ,X,2,,,,,,,,,,,,,,,,,,
06/11/2018 15:07:24,rafael13067,[Ra7],06/11/2018,14:51:00,Curso de Formação de Soldados (CFSd),CarolSuper22 ,CarolSuper22 ,X,2,,,,,,,,,,,,,,,,,,
08/11/2018 22:23:59,rafael13067,[Ra7],08/11/2018,22:03:00,Curso de Formação de Soldados (CFSd),thales23883/jumentoot/aliceperessodre,,Reprovados.,2,,,,,,,,,,,,,,,,,,
09/11/2018 00:21:34,rafael13067,[Ra7],09/11/2018,00:08:00,Curso de Formação de Soldados (CFSd),BRDudu007 ,BRDudu007 ,Ótimo!,2,,,,,,,,,,,,,,,,,,
04/11/2018 16:29:25,realguila..,[RGL],04/11/2018,16:00:00,Curso de Formação de Soldados (CFSd),VemProFuttVem,VemProFuttVem,,2,,,,,,,,,,,,,,,,,,
06/11/2018 15:06:42,realguila..,[RGL],06/11/2018,14:51:00,Curso de Formação de Cabos (Parte 2) (CFC2),Darwin31,Darwin31,,1,,,,,,,,,,,,,,,,,,
09/11/2018 15:36:27,realguila..,[RGL],09/11/2018,15:11:00,Curso de Formação de Cabos (Parte 1) (CFC1),paulinhoOL0ko,paulinhoOL0ko,,2,,,,,,,,,,,,,,,,,,
09/11/2018 18:11:03,realguila..,[RGL],09/11/2018,17:52:00,Curso de Formação de Cabos (Parte 1) (CFC1),JhonSmithWick ,JhonSmithWick ,,2,,,,,,,,,,,,,,,,,,
09/11/2018 18:20:44,realguila..,[RGL],09/11/2018,18:11:00,Curso de Formação de Cabos (Parte 2) (CFC2),JhonSmithWick,JhonSmithWick,,1,,,,,,,,,,,,,,,,,,
10/11/2018 12:10:57,realguila..,[RGL],10/11/2018,11:55:00,Curso de Formação de Cabos (Parte 1) (CFC1),cc94,cc94,,2,,,,,,,,,,,,,,,,,,
10/11/2018 12:19:02,realguila..,[RGL],10/11/2018,12:11:00,Curso de Formação de Cabos (Parte 2) (CFC2),cc94,cc94,,1,,,,,,,,,,,,,,,,,,
10/11/2018 13:09:02,realguila..,[RGL],10/11/2018,12:28:00,Curso de Formação de Soldados (CFSd),luiz45204,luiz45204,,2,,,,,,,,,,,,,,,,,,
10/11/2018 15:08:53,realguila..,[RGL],10/11/2018,14:40:00,Curso de Formação de Cabos (Parte 1) (CFC1),Tpy.,Tpy.,,2,,,,,,,,,,,,,,,,,,
04/11/2018 10:15:50,Rocklucca32,[RLc],04/11/2018,08:54:00,Curso de Formação de Soldados (CFSd),"RafaTorres3101, anabananina, Migelito99 e  New_Prof_BR ",RafaTorres3101,"Aula ""boa"". Dois saíram e uma reprovada. ",2,,,,,,,,,,,,,,,,,,
04/11/2018 11:12:12,Rocklucca32,[RLc],04/11/2018,10:01:00,Curso de Formação de Soldados (CFSd),Bryan_0liveira e Yodinhah ,,Os dois reprovaram no teste teórico. ,2,,,,,,,,,,,,,,,,,,
04/11/2018 11:46:00,Rocklucca32,[RLc],04/11/2018,10:18:00,Curso de Formação de Cabos (Parte 1) (CFC1),KaliangueHU3,KaliangueHU3,Ótima aula. ,2,,,,,,,,,,,,,,,,,,
04/11/2018 11:46:03,Rocklucca32,[RLc],04/11/2018,10:37:00,Curso de Formação de Cabos (Parte 2) (CFC2),KaliangueHU3 ,KaliangueHU3 ,Ótima aula ,1,,,,,,,,,,,,,,,,,,
04/11/2018 12:19:38,Rocklucca32,[RLc],04/11/2018,10:58:00,Curso de Formação de Cabos (Parte 2) (CFC2),Sr..Leo.,,O cabo caiu. ,1,,,,,,,,,,,,,,,,,,
04/11/2018 12:42:46,Rocklucca32,[RLc],04/11/2018,11:31:00,Curso de Formação de Soldados (CFSd),essteryumis , ,A recruta reprovou no teste teórico. ,2,,,,,,,,,,,,,,,,,,
04/11/2018 15:51:18,Rocklucca32,[RLc],04/11/2018,14:31:00,Curso de Formação de Soldados (CFSd),mykaellem73  e -qotavip677- ,-qotavip677,Ótima aula. ,2,,,,,,,,,,,,,,,,,,
04/11/2018 16:26:00,Rocklucca32,[RLc],04/11/2018,15:14:00,Curso de Formação de Soldados (CFSd),oGariola ,,Recruta foi reprovado no teste teórico. ,2,,,,,,,,,,,,,,,,,,
04/11/2018 16:46:32,Rocklucca32,[RLc],04/11/2018,15:40:00,Curso de Formação de Soldados (CFSd),10phedro,,"O recruta avisou que caso saísse a energia caiu, de fato, ele caiu. ",2,,,,,,,,,,,,,,,,,,
04/11/2018 17:22:34,Rocklucca32,[RLc],04/11/2018,15:50:00,Curso de Formação de Cabos (Parte 1) (CFC1),marcelaemarry ,marcelaemarry ,Boa aula. ,2,,,,,,,,,,,,,,,,,,
04/11/2018 17:22:35,Rocklucca32,[RLc],04/11/2018,16:11:00,Curso de Formação de Cabos (Parte 2) (CFC2),marcelaemarry ,marcelaemarry ,Aula excelente. ,1,,,,,,,,,,,,,,,,,,
04/11/2018 17:57:53,Rocklucca32,[RLc],04/11/2018,16:36:00,Curso de Formação de Cabos (Parte 2) (CFC2),TONI_CROSs ,TONI_CROSs ,"Aula excelente, apesar de dificuldades o Cabo se esforçou e com minha ajuda as superou e aprendeu o conteúdo aula. ",1,,,,,,,,,,,,,,,,,,
07/11/2018 13:07:23,Rocklucca32,[RLc],07/11/2018,12:53:00,Curso de Formação de Cabos (Parte 1) (CFC1),lets-piriguets ,,A cabo caiu. ,2,,,,,,,,,,,,,,,,,,
04/11/2018 14:42:37,Saturno-.,[Sat],04/11/2018,14:01:00,Curso de Formação de Soldados (CFSd),YLulinhaBan e gosmata,YLulinhaBan,"Gosmata, foi reprovado.",2,,,,,,,,,,,,,,,,,,
04/11/2018 16:06:34,Saturno-.,[Sat],04/11/2018,15:05:00,Curso de Formação de Soldados (CFSd),"gosmata, Nilzete117, izabelly989",,"Os três, caíram.",2,,,,,,,,,,,,,,,,,,
04/11/2018 17:20:43,Saturno-.,[Sat],04/11/2018,16:37:00,Curso de Formação de Soldados (CFSd),"oGariola, alexander618, Sr_PaxocaXD",oGariola e alexander618,"Sr_PaxocaXD, caiu da sala, portanto foi reprovado.",2,,,,,,,,,,,,,,,,,,
04/11/2018 21:03:09,Saturno-.,[Sat],04/11/2018,20:15:00,Curso de Formação de Soldados (CFSd),vmalaguti22 e luiszikabr,vmalaguti22,"luiszikabr, reprovado devido a cair da sala.",2,,,,,,,,,,,,,,,,,,
05/11/2018 10:36:27,Saturno-.,[Sat],05/11/2018,10:16:00,Curso de Formação de Soldados (CFSd),Tiki@ET ,Tiki@ET ,"Excelente, recruta bem sábio.",2,,,,,,,,,,,,,,,,,,
06/11/2018 08:30:18,Saturno-.,[Sat],06/11/2018,07:38:00,Curso de Formação de Soldados (CFSd),Smoolken e EstrogonofeXD ,EstrogonofeXD ,"Smoolken precisou se ausentar, mas foi uma excelente aula.",2,,,,,,,,,,,,,,,,,,
06/11/2018 10:44:32,Saturno-.,[Sat],06/11/2018,10:16:00,Curso de Formação de Soldados (CFSd),"Sr_PaxocaXD , hope9007 , marco6609 e kauanny399  ",marco6609,"Os outros três, caíram da sala.",2,,,,,,,,,,,,,,,,,,
07/11/2018 09:27:51,Saturno-.,[Sat],07/11/2018,09:12:00,Curso de Formação de Soldados (CFSd),-Christian.. e kai6553,-Christian..,"kai6553, foi kikado pelo OG, por colocar acessórios repetidamente.",2,,,,,,,,,,,,,,,,,,
07/11/2018 10:40:41,Saturno-.,[Sat],07/11/2018,10:18:00,Curso de Formação de Soldados (CFSd),biancagliter e gabreele123 ,biancagliter,"gabreele123, saiu da sala.",2,,,,,,,,,,,,,,,,,,
08/11/2018 10:11:34,Saturno-.,[Sat],08/11/2018,09:41:00,Curso de Formação de Soldados (CFSd),"tattini, ILaraJean, HoneyBeer e PlasmaPenGmr301","HoneyBeer, tattini e  ILaraJean "," PlasmaPenGmr301, caiu durante a aula.",2,,,,,,,,,,,,,,,,,,
09/11/2018 08:31:22,Saturno-.,[Sat],09/11/2018,08:13:00,Curso de Formação de Soldados (CFSd),Adivinhares ,Adivinhares ,Excelente!,2,,,,,,,,,,,,,,,,,,
09/11/2018 09:34:31,Saturno-.,[Sat],09/11/2018,08:48:00,Curso de Formação de Soldados (CFSd),"VemProFUTTT, lepj87, Wesley_1227, fillype007 e guilher53397  ","VemProFUTTT, Wesley_1227 e lepj87 ","Os outros dois, caíram. ",2,,,,,,,,,,,,,,,,,,
10/11/2018 16:54:25,Saturno-.,[Sat],10/11/2018,16:35:00,Curso de Formação de Soldados (CFSd),etsarafer126 e lizi0312 ,etsarafer126,"Boa, aula. Mas a outa recruta caiu.",2,,,,,,,,,,,,,,,,,,
10/11/2018 18:13:29,Saturno-.,[Sat],10/11/2018,17:30:00,Curso de Formação de Soldados (CFSd),"Inaltecer, mayra6659, kassialeti10 e !Deedl@ ","!Deedl@, kassialeti10 e Inaltecer ","Excelente, aula!",2,,,,,,,,,,,,,,,,,,
10/11/2018 20:07:21,Saturno-.,[Sat],10/11/2018,19:43:00,Curso de Formação de Soldados (CFSd),"LilPequeno, ROMANOGREGORE, kakashi12hatake e gofu78 ",gofu78 ,"Os, outros caíram da aula.",2,,,,,,,,,,,,,,,,,,
06/11/2018 22:02:45,Smookez,[SmK],06/11/2018,21:39:00,Curso de Formação de Soldados (CFSd),mayara00403,mayara00403,"Excelente Recruta, soube executar certo os comandos e não errou nenhuma questão. Nota Dez!",2,,,,,,,,,,,,,,,,,,
08/11/2018 15:44:34,Smookez,[SmK],08/11/2018,15:10:00,Curso de Formação de Cabos (Parte 1) (CFC1),Ploquinh,Ploquinh,"Excelente Cabo, obtém grande potencial.",2,,,,,,,,,,,,,,,,,,
08/11/2018 16:06:24,Smookez,[SmK],08/11/2018,15:46:00,Curso de Formação de Cabos (Parte 2) (CFC2),Ploquinh,Ploquinh,,1,,,,,,,,,,,,,,,,,,
08/11/2018 17:08:28,Smookez,[SmK],08/11/2018,16:45:00,Curso de Formação de Cabos (Parte 1) (CFC1),ericadocoro,ericadocoro,"Excelente Cabo, tem grande potencial.",2,,,,,,,,,,,,,,,,,,
08/11/2018 17:19:42,Smookez,[SmK],08/11/2018,17:09:00,Curso de Formação de Cabos (Parte 2) (CFC2),ericadocoro,ericadocoro,,1,,,,,,,,,,,,,,,,,,
09/11/2018 20:20:09,Smookez,[SmK],09/11/2018,20:03:00,Curso de Formação de Cabos (Parte 2) (CFC2),odaugusbo76,odaugusbo76,,1,,,,,,,,,,,,,,,,,,
10/11/2018 13:08:02,Smookez,[SmK],10/11/2018,12:55:00,Curso de Formação de Cabos (Parte 1) (CFC1),xXP3Dro0Xx,xXP3Dro0Xx,Execelente Cabo.,2,,,,,,,,,,,,,,,,,,
10/11/2018 13:17:52,Smookez,[SmK],10/11/2018,13:09:00,Curso de Formação de Cabos (Parte 2) (CFC2),xXP3Dro0Xx,xXP3Dro0Xx,,1,,,,,,,,,,,,,,,,,,
10/11/2018 18:13:18,Smookez,[SmK],10/11/2018,17:55:00,Curso de Formação de Cabos (Parte 1) (CFC1),Espedyta,Espedyta,,2,,,,,,,,,,,,,,,,,,
10/11/2018 18:30:05,Smookez,[Smk],10/11/2018,18:14:00,Curso de Formação de Cabos (Parte 2) (CFC2),Espedyta,Espedyta,,1,,,,,,,,,,,,,,,,,,
10/11/2018 19:27:44,Smookez,[SmK],10/11/2018,19:08:00,Curso de Formação de Soldados (CFSd),raahetiinho,raahetiinho,,2,,,,,,,,,,,,,,,,,,
07/11/2018 15:20:35,Sr.Oppai,[OpP],07/11/2018,14:53:00,Curso de Formação de Soldados (CFSd),Ex.Military.BAN e @DJ@PABLO,Ex.Military.BAN,Aula tranquila.,2,,,,,,,,,,,,,,,,,,
07/11/2018 15:48:17,Sr.Oppai,[OpP],07/11/2018,15:22:00,Curso de Formação de Soldados (CFSd),"E.MartinsZ, KleberSullivan e SilvoSaint",E.MartinsZ,Infelizmente os outros dois recrutas caíram durante a instrução.,2,,,,,,,,,,,,,,,,,,
07/11/2018 16:12:21,Sr.Oppai,[OpP],07/11/2018,16:01:00,Curso de Aperfeiçoamento de Praças (CAP),Dispresivel,Dispresivel,"Aula tranquila, o subtenente teve 100% de aproveitamento.",1,,,,,,,,,,,,,,,,,,
08/11/2018 14:35:26,Sr.Oppai,[OpP],08/11/2018,13:51:00,Curso de Formação de Soldados (CFSd),"taycastro7, juan3964 e leeh3ds",-x-,Infelizmente não tiveram aprovados nessa aula. Um recruta caiu durante a aula e os outros erram mais do que o permitido.,2,,,,,,,,,,,,,,,,,,
08/11/2018 16:27:19,Sr.Oppai,[OpP],08/11/2018,16:02:00,Curso de Formação de Soldados (CFSd),"fredberg654, ovictoo0695 e mateus46560",fredberg654,"Infelizmente, dois recrutas caíram durante a instrução, mas além desse fato, a aula foi perfeitamente, bem tranquila.",2,,,,,,,,,,,,,,,,,,
09/11/2018 14:25:06,Sr.Oppai,[OpP],09/11/2018,13:45:00,Curso de Formação de Soldados (CFSd),"Pietro6lavelool, maygod2, AnaJuliaHB12 e JhonSmithWick",JhonSmithWick,Infelizmente 2 (dois) recrutas caíram ao decorrer da instrução e 1 (um) recruta foi reprovado.,2,,,,,,,,,,,,,,,,,,
09/11/2018 23:29:57,Sr.Oppai,[OpP],09/11/2018,22:50:00,Curso de Formação de Soldados (CFSd),menorziha82,menorziha82,Aula tranquila.,2,,,,,,,,,,,,,,,,,,
10/11/2018 00:13:15,Sr.Oppai,[OpP],09/11/2018,23:42:00,Curso de Formação de Soldados (CFSd),"..Jully..- , Mito159 , Maode e pLYBr","..Jully..- , Mito159 , Maode e pLYBr",Aula PERFEITA. Todos obtiveram 100% de aproveitamento no CFsd.,2,,,,,,,,,,,,,,,,,,
10/11/2018 17:33:12,Sr.Oppai,[OpP],10/11/2018,16:44:00,Curso de Formação de Soldados (CFSd),"jujubinha12321 , RyanBr e 159luis22",-x-,Infelizmente nenhum dos recrutas foram aprovados.,2,,,,,,,,,,,,,,,,,,
09/11/2018 11:38:09,TabMlk,[TMK],09/11/2018,11:11:00,Curso de Formação de Cabos (Parte 1) (CFC1),Adivinhares / DraloYT05,Adivinhares / DraloYT05,,2,,,,,,,,,,,,,,,,,,
04/11/2018 20:14:24,Tai--,[TAI],04/11/2018,18:47:00,Curso de Formação de Soldados (CFSd),"newstepha783 / BrenoRodry / raiana,"," BrenoRodry  /  raiana,",,2,,,,,,,,,,,,,,,,,,
05/11/2018 00:00:12,Tai--,[TAI],04/11/2018,22:33:00,Curso de Formação de Cabos (Parte 2) (CFC2),vivi.ahta,vivi.ahta,,1,,,,,,,,,,,,,,,,,,
06/11/2018 13:51:38,Tai--,[TAI],06/11/2018,12:28:00,Curso de Formação de Cabos (Parte 2) (CFC2),.felipekeyler.,.felipekeyler.,"Um ótimo aluno, lidou com o forum com facilidade",1,,,,,,,,,,,,,,,,,,
06/11/2018 16:15:57,Tai--,[TAI],06/11/2018,14:42:00,Curso de Formação de Soldados (CFSd),Radakkk e Soundl,Soundl,O recruta Radakkk errou mais de uma pergunta no teste teórico!,2,,,,,,,,,,,,,,,,,,
07/11/2018 14:45:54,Tai--,[TAI],07/11/2018,13:35:00,Curso de Formação de Soldados (CFSd),caroline5799 e sandra1770,,As duas sairam no meio da aula,2,,,,,,,,,,,,,,,,,,
08/11/2018 15:48:17,Tai--,[TAI],08/11/2018,14:29:00,Curso de Formação de Soldados (CFSd),Synaptics / mateus46560 e souuucarol928,,"O primeiro e o segundo sairam ao decorrer da aula, a recruta souucarol errou mais de uma questão no teste teórico.",2,,,,,,,,,,,,,,,,,,
08/11/2018 19:11:55,Tai--,[TAI],08/11/2018,17:47:00,Curso de Formação de Cabos (Parte 2) (CFC2),LaysaLebs,LaysaLebs,"ótima aluna, lidou perfeitamente com o forúm e foi ágil.",1,,,,,,,,,,,,,,,,,,
04/11/2018 17:02:15,Thauan2019,[ALS],04/11/2018,16:12:00,Curso de Formação de Soldados (CFSd),"oGariola, vitoriasa402,=-:M4theus:-=, MatheusBeltran e alexander618",=-:M4theus:-= e MatheusBeltran,,2,,,,,,,,,,,,,,,,,,
